Temperature,Humidity,Soil Moisture,pH,N,P,K,Crop
28.2,47.3,312,6.96,87,55,64,Cotton
24.7,38.2,487,7.24,35,23,55,Barley
18.2,63.3,224,7.89,21,44,60,Chickpea
23.8,71.5,408,6.4,48,35,36,Groundnut
29.2,68.7,378,6.42,71,43,75,Maize
20.0,47.9,375,7.4,43,27,51,Chickpea
21.8,39.0,274,6.71,56,50,31,Chickpea
23.2,82.0,333,5.86,89,43,107,Potato
25.0,45.9,255,6.15,32,40,50,Chickpea
29.9,71.2,380,5.59,46,51,49,Groundnut
24.4,46.7,446,6.06,46,34,30,Barley
18.5,53.7,528,6.71,52,36,49,Wheat
25.8,59.3,369,7.24,41,41,70,Soybean
23.0,83.2,471,6.13,63,34,70,Rice
18.0,72.4,393,6.63,51,40,42,Tomato
19.3,57.0,328,7.0,31,51,38,Chickpea
24.4,84.3,406,5.79,88,45,51,Rice
29.0,87.3,600,5.98,82,60,42,Rice
23.1,84.4,745,6.81,116,61,116,Sugarcane
32.2,85.9,680,6.2,121,57,90,Sugarcane
27.5,57.0,435,6.16,46,50,43,Groundnut
24.5,75.3,321,6.91,85,57,70,Tomato
24.9,48.7,466,6.65,36,57,51,Groundnut
26.1,75.3,372,7.03,30,33,67,Soybean
26.0,73.5,410,6.96,21,53,64,Groundnut
18.2,83.8,381,6.49,93,70,50,Potato
27.4,85.8,644,5.86,69,43,52,Rice
21.8,48.9,212,7.69,52,53,59,Chickpea
25.3,68.0,588,7.31,145,44,90,Sugarcane
29.0,56.3,496,6.53,51,60,36,Cotton
24.9,89.6,491,6.51,92,63,82,Sugarcane
24.2,35.1,406,7.39,33,32,44,Millet
27.7,76.1,526,6.78,116,55,79,Maize
26.9,73.5,403,5.71,28,26,49,Groundnut
24.8,53.1,475,6.41,65,61,54,Soybean
20.2,50.6,519,5.93,59,37,64,Tomato
23.0,69.6,452,5.73,58,64,56,Potato
21.4,56.0,326,6.98,36,43,42,Chickpea
27.9,59.5,385,6.54,31,34,27,Chickpea
24.3,31.6,252,7.08,39,27,38,Millet
36.2,56.5,261,7.55,86,43,88,Cotton
18.3,65.7,513,6.41,59,60,52,Tomato
30.7,92.7,542,5.62,102,59,33,Rice
18.4,64.1,340,6.23,108,50,73,Potato
25.4,59.4,392,7.93,52,41,35,Chickpea
24.1,76.6,690,7.05,115,45,64,Sugarcane
24.3,46.6,585,6.17,69,62,68,Maize
23.3,46.5,315,5.78,53,49,41,Groundnut
26.8,79.2,416,7.02,25,55,74,Soybean
24.0,38.1,262,7.37,76,48,38,Barley
22.9,39.9,345,6.83,56,37,47,Barley
29.3,67.1,492,6.57,89,55,69,Tomato
29.8,81.4,500,5.8,110,37,27,Rice
12.1,69.8,373,6.67,49,37,53,Barley
27.0,54.9,403,6.71,22,49,60,Groundnut
25.3,61.6,277,6.7,100,20,29,Wheat
32.9,46.5,459,7.36,65,35,67,Cotton
18.6,65.5,476,6.17,54,34,39,Barley
30.7,74.0,504,6.78,46,69,37,Soybean
30.6,66.6,361,6.19,94,36,52,Cotton
28.0,87.3,525,6.67,128,65,70,Sugarcane
23.1,71.3,531,6.18,102,50,51,Maize
24.0,79.4,406,6.56,41,52,76,Soybean
35.9,67.3,285,6.24,59,60,61,Cotton
24.2,65.1,394,6.09,32,55,47,Soybean
26.2,67.8,483,6.24,116,64,79,Maize
32.5,45.1,263,7.0,37,48,28,Millet
25.0,52.9,323,7.18,65,48,25,Millet
25.4,55.7,505,6.67,47,51,66,Wheat
24.9,49.9,304,6.82,56,60,52,Cotton
26.9,93.5,608,6.2,72,32,46,Rice
25.0,30.0,425,6.27,31,45,36,Millet
24.1,77.1,550,6.67,149,53,83,Sugarcane
23.8,85.2,545,6.43,75,56,62,Rice
22.2,69.6,454,6.82,36,39,46,Barley
34.3,61.6,482,6.68,60,25,85,Cotton
28.0,80.0,370,5.57,68,46,55,Rice
22.4,71.5,553,6.26,100,57,51,Rice
26.3,39.5,447,6.49,54,25,68,Chickpea
24.8,58.5,319,6.12,60,21,30,Barley
25.1,73.0,427,6.26,71,53,56,Tomato
15.8,47.8,290,6.91,86,44,50,Wheat
25.8,50.1,423,6.41,100,64,42,Maize
33.3,55.8,317,5.8,85,30,57,Cotton
30.0,76.0,391,7.36,31,41,80,Soybean
35.4,65.7,437,6.03,83,42,71,Cotton
18.1,44.3,282,7.04,76,48,38,Barley
26.2,58.4,325,6.17,60,34,56,Groundnut
25.1,57.0,305,6.26,78,25,42,Wheat
23.3,62.3,417,6.88,94,37,62,Tomato
25.5,68.2,338,7.22,56,50,86,Cotton
30.1,69.1,394,7.44,56,39,37,Soybean
28.9,76.2,386,5.89,72,51,42,Maize
15.1,59.0,259,6.12,69,45,46,Barley
21.9,64.7,317,5.92,67,62,49,Maize
27.5,60.3,327,6.79,44,47,70,Chickpea
37.4,54.7,443,5.85,108,44,85,Cotton
33.4,33.3,338,5.69,43,37,23,Millet
25.4,69.0,543,6.52,102,42,30,Maize
27.9,48.5,352,6.16,27,25,26,Millet
25.0,50.2,530,6.9,83,36,94,Tomato
29.9,88.7,553,7.08,133,32,51,Sugarcane
26.8,70.3,460,6.84,51,33,47,Groundnut
24.0,66.1,482,6.04,44,50,38,Soybean
25.6,45.1,433,6.94,33,37,33,Millet
32.2,44.2,331,7.65,98,51,75,Cotton
23.7,59.2,310,6.43,30,39,64,Groundnut
23.0,72.2,570,6.17,95,57,51,Rice
27.9,62.2,456,6.39,89,47,76,Tomato
36.7,58.7,312,6.46,81,50,58,Cotton
29.5,69.7,396,6.01,35,42,56,Groundnut
30.7,70.8,484,6.02,112,30,53,Rice
24.5,58.2,366,6.63,76,29,52,Wheat
23.4,70.2,543,7.13,102,37,72,Maize
28.2,72.4,368,6.86,74,52,41,Cotton
31.2,86.4,705,6.14,113,55,75,Sugarcane
28.0,35.8,408,7.86,26,57,26,Chickpea
30.2,84.4,439,6.21,101,53,42,Rice
24.4,80.2,634,6.64,104,55,66,Rice
27.9,66.3,410,6.61,40,57,69,Soybean
35.4,45.0,500,6.09,78,54,42,Cotton
27.4,61.1,420,6.7,58,38,42,Tomato
21.5,78.3,568,6.35,54,56,96,Potato
32.0,74.9,680,6.17,68,30,46,Rice
28.0,74.1,562,6.08,88,54,60,Maize
27.4,49.5,332,5.74,41,30,54,Groundnut
27.4,69.0,264,7.37,57,34,59,Cotton
23.4,74.8,656,6.26,116,33,29,Rice
22.8,68.6,491,5.48,61,63,100,Potato
26.7,66.0,582,6.38,82,38,65,Sugarcane
19.6,71.4,346,6.21,58,61,87,Potato
35.6,70.1,450,6.31,82,26,54,Cotton
17.8,44.0,472,6.49,50,37,62,Wheat
26.9,74.8,497,6.66,62,63,47,Soybean
30.5,30.9,384,7.1,33,32,46,Millet
22.2,72.7,314,6.21,76,45,69,Maize
25.2,64.9,261,7.43,29,21,38,Millet
31.3,87.0,644,6.9,140,31,81,Sugarcane
29.6,46.4,441,6.14,91,30,88,Cotton
37.7,66.7,363,7.13,58,32,71,Cotton
24.6,50.6,393,6.88,40,40,40,Groundnut
29.1,74.8,398,7.02,64,70,40,Soybean
23.0,54.7,480,5.98,48,57,56,Groundnut
22.4,55.6,318,6.55,84,38,63,Maize
37.2,56.9,387,7.22,60,52,57,Cotton
25.9,38.8,331,6.65,54,42,64,Chickpea
30.5,91.5,544,6.93,100,56,59,Rice
25.2,72.7,352,6.91,88,48,42,Rice
21.0,70.5,347,6.03,63,35,77,Maize
31.3,60.8,368,6.16,103,67,50,Maize
31.4,46.2,378,6.27,28,48,26,Millet
29.5,84.2,497,6.16,89,44,69,Rice
19.6,60.2,368,6.85,53,55,67,Chickpea
25.5,44.8,512,6.45,84,55,45,Wheat
15.8,67.9,451,7.02,58,25,37,Barley
28.6,48.7,395,7.06,93,30,58,Cotton
24.9,76.9,625,5.93,109,54,61,Rice
23.3,60.1,731,7.0,101,44,92,Sugarcane
28.8,53.5,317,7.09,83,70,75,Maize
26.7,84.0,477,6.06,88,47,63,Sugarcane
29.5,34.0,342,5.82,57,47,57,Millet
28.4,65.3,583,7.37,63,61,66,Soybean
27.5,54.3,319,6.73,61,46,67,Cotton
29.4,75.8,435,6.38,60,51,53,Soybean
29.9,66.2,426,6.54,118,66,61,Maize
20.4,65.6,339,6.44,64,30,48,Tomato
25.2,77.8,553,6.98,94,55,41,Rice
22.6,71.2,304,6.31,114,66,36,Maize
20.6,53.4,552,7.18,62,37,40,Soybean
25.1,73.5,491,6.47,75,60,63,Rice
26.3,75.6,550,5.93,82,66,48,Maize
24.4,68.4,369,6.25,61,31,50,Barley
31.5,76.2,442,6.7,115,40,75,Maize
31.9,60.2,313,7.15,75,34,47,Maize
18.5,39.2,488,6.59,86,34,36,Barley
25.6,64.3,384,6.22,58,39,63,Groundnut
30.9,45.0,357,6.4,47,28,49,Groundnut
31.6,69.6,385,6.43,35,44,47,Soybean
13.8,61.7,385,7.28,77,44,61,Barley
12.2,43.3,315,7.36,57,54,57,Barley
30.0,57.2,420,7.38,63,51,39,Soybean
30.7,68.2,344,6.62,44,33,56,Groundnut
15.7,69.7,524,5.86,52,79,80,Potato
33.6,42.8,410,5.73,95,39,48,Cotton
31.2,93.3,438,6.33,91,43,33,Rice
13.4,62.4,464,6.62,58,38,60,Barley
33.6,40.6,373,5.63,99,49,79,Cotton
25.9,44.7,419,7.32,69,48,47,Wheat
23.9,72.0,317,5.92,33,45,68,Groundnut
30.8,49.9,600,6.64,69,43,49,Maize
30.1,75.3,541,7.14,27,44,49,Soybean
27.4,64.1,513,5.73,62,68,96,Tomato
27.8,54.0,472,6.67,43,25,41,Groundnut
20.5,59.7,337,7.24,28,37,69,Chickpea
21.8,61.8,553,6.05,71,41,42,Maize
16.3,71.9,497,7.2,83,48,36,Wheat
31.2,76.1,503,7.21,109,52,120,Sugarcane
30.1,61.8,340,6.26,42,47,64,Groundnut
15.9,57.2,300,6.94,56,39,64,Barley
26.4,64.0,477,7.29,75,31,72,Cotton
25.6,53.7,395,6.53,28,33,37,Millet
16.6,75.1,544,5.6,87,34,107,Potato
29.4,69.0,574,6.24,141,34,90,Sugarcane
24.0,65.6,270,6.21,75,27,44,Wheat
26.4,71.2,515,6.55,140,34,52,Sugarcane
33.2,46.5,285,6.67,70,48,71,Cotton
12.3,67.7,260,7.12,72,22,31,Barley
31.8,78.5,464,5.82,83,32,77,Maize
27.2,46.6,476,6.0,68,41,79,Cotton
30.2,75.9,424,5.88,71,34,66,Rice
21.4,36.9,461,6.43,53,34,39,Barley
23.9,77.3,471,7.17,51,66,49,Soybean
27.7,83.3,655,6.31,80,43,43,Rice
19.2,58.2,324,7.27,45,25,25,Chickpea
26.9,48.5,332,6.8,115,64,41,Maize
18.7,54.4,439,6.87,29,52,43,Chickpea
29.0,46.6,429,6.51,84,49,55,Maize
30.1,53.1,430,6.13,67,38,33,Millet
30.7,82.3,356,6.36,90,55,53,Rice
25.5,63.5,496,6.91,100,41,46,Tomato
23.4,44.2,219,7.86,50,54,27,Chickpea
22.5,74.6,494,6.71,149,35,60,Sugarcane
21.3,61.0,315,6.5,60,60,78,Potato
25.7,78.5,577,6.34,103,49,92,Sugarcane
31.1,50.3,594,5.88,100,63,48,Maize
26.0,74.7,279,5.99,45,59,68,Groundnut
31.9,76.0,702,6.34,82,34,63,Sugarcane
18.8,60.1,313,6.29,90,33,63,Tomato
20.9,82.4,437,6.3,110,70,92,Potato
14.8,42.1,453,7.16,50,53,39,Barley
19.6,54.3,303,6.85,66,45,65,Barley
22.5,59.8,371,5.5,38,25,67,Groundnut
27.9,60.0,327,6.3,42,25,41,Groundnut
34.3,81.9,636,7.35,150,56,97,Sugarcane
25.6,37.6,344,6.32,28,45,30,Chickpea
27.0,76.9,397,6.07,88,36,34,Maize
25.0,91.9,490,5.64,83,41,30,Rice
26.4,55.7,367,7.16,25,54,49,Chickpea
23.9,61.1,516,6.6,117,56,47,Maize
20.1,77.9,502,5.79,82,48,115,Potato
24.2,82.1,651,6.96,93,43,31,Rice
24.0,60.4,388,5.55,60,29,59,Groundnut
22.7,76.0,692,6.23,94,33,61,Rice
29.3,68.6,577,6.12,93,30,53,Sugarcane
20.6,60.7,412,7.07,65,44,52,Wheat
23.5,54.9,341,6.49,58,48,43,Tomato
31.1,72.0,306,7.79,74,53,90,Cotton
21.8,48.9,402,6.3,96,23,67,Wheat
34.0,61.7,657,7.22,99,56,110,Sugarcane
26.4,69.8,434,7.2,60,47,32,Wheat
34.9,65.7,352,6.88,72,38,61,Cotton
14.7,45.7,398,6.99,53,40,62,Barley
34.9,64.9,469,6.4,141,34,78,Sugarcane
25.1,42.9,306,7.45,41,44,63,Chickpea
31.7,30.6,414,6.76,62,39,56,Millet
28.1,71.7,389,6.68,24,51,36,Groundnut
33.5,31.7,273,6.22,42,25,25,Millet
24.9,62.9,214,6.7,51,28,41,Chickpea
30.4,61.9,461,6.58,124,53,98,Sugarcane
23.4,64.7,546,5.9,68,60,42,Maize
29.7,67.6,367,6.44,90,67,63,Tomato
21.8,50.6,493,7.43,90,34,55,Barley
26.5,51.0,308,6.14,42,48,35,Chickpea
24.1,70.0,548,6.04,69,49,33,Wheat
24.2,85.4,687,6.28,89,26,28,Rice
23.5,82.0,306,5.06,108,74,63,Potato
37.9,46.4,348,6.38,81,52,65,Cotton
22.1,69.3,418,6.5,42,34,56,Soybean
29.3,62.2,693,7.41,129,48,99,Sugarcane
26.7,36.8,434,6.71,57,36,59,Chickpea
20.0,70.8,310,5.7,75,30,56,Tomato
12.9,64.4,329,6.45,63,52,56,Barley
27.9,56.5,324,6.7,33,38,53,Millet
34.6,35.1,404,6.42,28,31,37,Millet
27.8,52.3,337,6.67,103,30,71,Cotton
30.4,85.5,472,5.69,102,32,61,Rice
19.2,78.8,581,6.15,62,50,89,Potato
22.1,71.8,547,6.88,80,56,84,Tomato
33.2,62.6,499,6.89,94,67,67,Sugarcane
28.0,80.4,622,6.04,81,31,53,Sugarcane
19.9,55.0,534,6.4,50,36,25,Wheat
22.8,82.9,674,6.43,65,40,68,Rice
25.8,47.9,387,5.91,41,60,33,Groundnut
33.2,51.2,349,6.62,100,55,87,Cotton
22.4,56.0,458,5.77,60,49,93,Tomato
30.6,34.5,406,7.38,55,39,60,Millet
19.9,39.4,268,7.16,68,55,33,Barley
23.3,43.9,517,6.99,42,28,36,Wheat
26.9,84.1,593,6.72,83,46,68,Rice
30.0,52.6,467,6.86,66,70,44,Soybean
29.5,93.0,665,6.53,115,38,30,Rice
22.7,81.6,494,6.66,79,45,30,Rice
19.9,60.5,486,6.42,85,50,46,Tomato
23.6,58.8,362,6.96,106,65,47,Maize
28.3,87.4,382,6.69,85,38,52,Rice
21.5,77.0,352,5.55,64,61,72,Tomato
26.8,78.0,392,6.71,61,49,40,Maize
26.1,60.1,487,5.51,60,49,47,Groundnut
24.1,45.7,289,6.94,50,50,35,Groundnut
20.5,43.5,516,6.4,78,28,51,Wheat
22.1,60.4,624,7.31,89,39,108,Sugarcane
29.4,78.3,372,6.03,81,36,68,Rice
29.3,76.8,354,6.66,42,34,73,Soybean
24.4,87.4,503,6.53,114,30,66,Rice
24.2,54.4,279,6.61,67,50,59,Barley
23.0,82.1,372,5.82,72,63,73,Potato
34.6,51.1,331,6.0,53,56,66,Cotton
16.6,66.5,531,5.43,58,56,59,Potato
28.6,57.1,391,5.61,38,31,44,Groundnut
28.8,62.8,333,7.47,51,47,35,Soybean
29.6,53.8,398,7.67,55,52,58,Chickpea
23.0,61.6,474,6.97,112,51,63,Maize
32.5,70.8,710,6.46,131,56,80,Sugarcane
25.2,51.0,306,7.29,27,46,64,Soybean
26.6,62.6,395,6.99,27,56,69,Soybean
22.9,54.3,487,7.45,47,65,36,Soybean
23.5,74.9,382,7.36,65,44,27,Wheat
26.6,89.5,703,6.02,133,40,96,Sugarcane
22.0,40.8,450,7.37,59,28,70,Chickpea
23.3,60.9,297,6.41,40,33,68,Chickpea
13.4,66.7,334,7.04,38,34,38,Barley
24.8,38.5,261,7.71,23,54,45,Chickpea
27.7,69.4,561,6.73,25,47,64,Soybean
31.3,53.2,487,6.71,60,58,65,Cotton
24.2,58.9,338,6.48,55,43,76,Soybean
29.1,52.7,506,6.14,75,48,86,Tomato
19.5,54.2,294,6.12,26,42,64,Chickpea
31.0,86.9,430,5.61,120,47,62,Rice
23.0,50.2,253,7.25,44,34,61,Barley
16.2,52.4,405,7.47,40,26,37,Barley
18.1,48.6,475,7.38,75,32,45,Barley
32.8,39.0,389,7.4,47,35,53,Millet
22.4,61.5,436,6.27,61,67,46,Soybean
22.8,62.0,536,6.53,76,33,70,Tomato
20.1,48.8,243,7.24,32,38,65,Chickpea
29.8,58.1,305,5.69,34,41,54,Groundnut
13.3,58.1,378,6.69,48,24,26,Barley
27.9,47.4,340,6.08,36,27,68,Groundnut
37.2,50.3,257,5.9,52,43,44,Cotton
24.3,64.9,448,6.75,49,40,43,Millet
22.9,50.1,440,6.62,89,24,59,Barley
25.8,44.3,377,6.58,68,35,27,Wheat
27.3,61.3,240,7.86,21,29,49,Chickpea
36.6,57.6,378,7.52,59,26,72,Cotton
25.7,66.1,507,7.18,92,47,39,Maize
34.0,40.6,448,6.58,51,35,28,Millet
22.7,61.6,496,5.62,60,56,49,Groundnut
21.6,62.3,401,5.86,91,77,115,Potato
24.5,31.8,411,5.93,63,22,50,Millet
29.9,47.5,478,6.15,103,28,40,Cotton
23.4,75.0,619,5.87,111,59,26,Rice
29.4,60.1,592,6.71,53,58,62,Soybean
29.8,77.9,478,6.62,59,35,60,Tomato
19.5,50.0,277,6.15,36,26,59,Chickpea
29.6,76.1,353,6.9,61,39,59,Rice
29.3,46.4,209,5.53,23,42,38,Millet
33.1,82.5,461,6.81,114,43,112,Sugarcane
18.3,60.4,206,6.94,43,41,47,Chickpea
27.3,47.9,424,7.35,82,28,30,Wheat
23.9,44.0,201,7.48,36,48,57,Chickpea
15.2,66.2,294,6.29,76,28,53,Barley
21.5,54.4,529,6.86,42,22,61,Wheat
26.7,51.3,313,6.06,25,25,46,Millet
25.0,61.0,508,6.54,96,34,60,Potato
18.6,45.6,202,7.0,41,33,62,Chickpea
28.6,50.7,342,6.95,62,62,56,Soybean
27.1,82.4,400,6.7,106,55,45,Rice
25.4,74.7,604,6.05,111,58,42,Rice
29.3,77.8,510,6.5,83,34,68,Rice
34.5,82.5,544,6.01,101,46,103,Sugarcane
23.4,72.5,593,6.74,105,54,63,Maize
33.0,62.7,614,7.37,148,63,100,Sugarcane
25.1,59.4,456,6.71,52,35,67,Soybean
26.1,86.9,471,6.95,99,43,53,Rice
23.1,60.3,477,6.5,91,50,95,Sugarcane
21.9,57.0,240,6.98,60,44,70,Chickpea
21.1,48.7,583,6.05,112,68,61,Maize
26.4,36.7,376,6.62,24,54,55,Chickpea
24.9,69.4,356,7.49,35,41,63,Barley
23.5,57.5,421,6.38,26,40,45,Groundnut
33.2,39.1,375,5.6,62,21,46,Millet
22.8,82.1,331,5.55,70,60,67,Potato
27.2,69.2,391,6.66,69,58,95,Tomato
27.6,62.2,404,7.52,108,53,67,Cotton
28.4,56.8,221,5.76,61,35,55,Millet
24.7,77.5,453,6.52,90,67,97,Sugarcane
24.9,58.2,492,5.91,45,52,50,Groundnut
22.9,79.3,383,6.23,89,35,68,Tomato
25.9,85.4,503,6.39,92,57,59,Rice
20.0,74.7,448,6.67,82,31,59,Potato
27.6,62.5,466,7.34,94,42,54,Wheat
31.6,55.9,489,6.66,51,35,65,Soybean
25.6,49.1,314,7.28,60,37,36,Chickpea
37.0,56.1,345,5.94,88,35,69,Cotton
23.1,73.1,581,6.05,114,32,76,Maize
26.2,54.2,418,6.3,48,64,49,Soybean
29.0,82.2,502,7.02,150,58,67,Sugarcane
22.3,52.2,577,6.35,87,37,44,Maize
24.6,47.2,208,5.61,67,47,25,Millet
23.6,64.5,365,5.12,61,50,109,Potato
24.3,55.6,455,6.86,78,35,69,Tomato
22.6,83.3,401,6.67,97,76,77,Potato
28.1,81.9,514,6.25,145,45,102,Sugarcane
24.4,68.0,293,6.96,47,26,53,Groundnut
32.7,55.9,384,5.57,34,49,23,Millet
19.9,66.8,541,5.92,75,51,51,Tomato
18.9,64.6,338,5.17,93,71,120,Potato
23.7,68.9,335,6.6,54,59,44,Groundnut
29.6,59.3,516,5.72,65,52,75,Tomato
26.8,63.3,396,6.9,87,55,77,Tomato
23.1,58.8,295,6.51,39,30,58,Barley
25.1,63.7,401,6.75,46,34,45,Groundnut
17.4,69.0,387,7.28,39,43,62,Barley
27.0,37.5,314,7.01,27,52,54,Chickpea
28.3,78.7,502,6.93,65,38,38,Maize
20.0,62.9,399,6.27,75,45,47,Barley
27.6,63.1,403,7.04,97,26,65,Wheat
19.5,63.5,341,6.76,84,40,70,Wheat
27.8,89.0,712,7.16,106,41,64,Sugarcane
12.1,53.0,319,6.69,78,24,33,Barley
18.0,64.7,354,5.51,59,61,66,Tomato
28.2,64.6,451,6.19,58,46,69,Tomato
33.6,55.8,334,6.31,62,44,22,Millet
19.3,57.5,287,6.38,63,37,30,Barley
26.2,48.9,444,6.18,23,51,65,Groundnut
20.4,79.8,385,6.6,36,59,51,Soybean
32.7,58.7,216,5.74,47,36,21,Millet
24.2,59.7,432,6.33,77,31,49,Wheat
29.9,57.4,386,6.73,84,39,59,Cotton
33.5,53.5,352,7.92,56,41,54,Cotton
31.5,83.0,495,6.77,76,37,65,Rice
31.6,76.0,474,7.45,129,42,95,Sugarcane
34.9,45.4,321,6.37,44,42,22,Millet
12.4,39.5,268,6.86,37,27,60,Barley
23.1,66.9,582,6.09,88,44,50,Maize
21.0,76.5,482,6.54,28,34,55,Soybean
27.5,56.1,485,7.34,95,21,55,Wheat
27.5,63.8,295,6.43,34,47,55,Groundnut
29.4,65.0,428,5.7,20,46,69,Groundnut
24.3,88.0,511,5.68,94,36,37,Rice
24.9,43.0,260,5.83,58,36,43,Millet
34.1,60.0,395,6.17,65,25,35,Millet
34.9,56.0,223,5.56,46,44,23,Millet
16.3,36.2,312,7.07,55,43,47,Barley
32.9,31.0,256,6.42,23,50,37,Millet
26.7,56.4,370,6.54,20,31,47,Groundnut
15.7,43.9,326,7.03,98,50,56,Wheat
22.4,68.7,637,7.02,125,66,61,Sugarcane
31.7,74.4,355,6.11,58,28,47,Groundnut
28.7,55.1,393,6.37,46,33,70,Groundnut
24.4,74.3,433,6.56,86,79,113,Potato
28.9,78.0,503,6.68,81,43,64,Tomato
15.0,50.1,470,6.94,66,23,44,Barley
15.7,84.5,379,5.92,87,60,72,Potato
20.3,78.8,317,6.98,102,33,74,Maize
29.4,72.7,386,6.13,39,41,40,Groundnut
23.9,56.0,405,6.3,37,39,65,Groundnut
16.9,40.7,395,7.48,65,21,38,Barley
24.5,68.0,561,6.65,86,39,50,Maize
18.4,67.2,355,5.71,71,68,94,Potato
37.2,60.0,437,6.61,58,54,53,Cotton
26.4,73.4,474,6.37,32,67,75,Soybean
37.3,59.9,285,5.82,71,28,40,Cotton
27.7,41.4,367,7.21,33,26,37,Chickpea
29.4,50.1,359,6.47,57,53,59,Chickpea
23.4,90.4,637,6.26,91,51,68,Rice
31.4,78.6,584,6.43,60,59,69,Maize
22.6,50.9,427,6.3,52,54,25,Barley
23.9,44.4,393,6.14,52,48,31,Chickpea
19.1,65.0,291,6.73,80,31,45,Wheat
26.5,75.8,453,5.7,109,31,34,Rice
23.7,45.0,421,6.45,35,44,25,Chickpea
27.3,81.4,423,6.11,101,34,29,Rice
31.0,45.7,583,7.15,103,36,45,Maize
24.5,62.1,206,6.39,46,39,43,Millet
22.7,78.2,585,6.71,100,44,35,Maize
27.6,69.0,471,6.69,149,44,101,Sugarcane
16.6,69.8,360,6.69,90,32,70,Wheat
24.6,61.9,427,6.23,48,43,31,Groundnut
15.3,65.7,530,6.73,51,61,119,Potato
30.5,89.9,531,6.9,114,36,36,Rice
18.4,73.7,375,5.73,98,52,119,Potato
29.0,74.0,305,6.38,48,52,54,Soybean
28.0,53.9,358,5.89,69,48,51,Millet
34.0,83.9,460,6.29,117,54,118,Sugarcane
24.7,49.1,434,6.84,99,36,47,Wheat
24.4,73.4,362,6.55,75,58,54,Maize
27.9,65.8,540,5.97,76,32,34,Maize
24.8,55.8,386,6.94,60,36,34,Maize
22.8,60.5,501,5.75,52,46,44,Tomato
16.2,73.7,451,5.34,74,80,61,Potato
19.9,72.0,304,5.73,100,48,67,Tomato
18.3,66.4,343,6.26,65,49,31,Barley
16.3,54.8,397,6.84,48,31,41,Barley
17.2,65.5,469,6.54,54,30,54,Potato
21.6,51.4,406,6.14,58,30,68,Tomato
17.3,84.0,309,5.05,91,73,65,Potato
22.0,64.1,395,6.16,60,21,41,Barley
29.2,80.6,544,6.74,75,54,47,Rice
24.7,33.0,416,7.33,54,41,27,Millet
26.5,71.4,253,7.17,54,46,49,Cotton
22.0,73.1,425,5.67,58,49,37,Groundnut
34.1,60.2,287,6.31,102,45,35,Cotton
24.4,65.4,409,6.59,77,28,86,Cotton
26.9,53.2,378,7.07,47,56,63,Soybean
22.3,77.0,504,6.36,116,46,81,Sugarcane
23.6,82.7,511,7.41,125,50,103,Sugarcane
20.8,57.3,471,6.58,59,56,51,Tomato
20.0,50.0,324,7.3,80,41,51,Wheat
26.4,47.1,498,6.29,42,44,67,Wheat
27.4,91.2,570,5.7,76,48,50,Rice
23.1,88.5,472,5.86,102,58,39,Rice
26.5,33.7,278,6.55,20,29,38,Millet
24.9,65.0,490,6.54,55,46,29,Barley
25.5,37.7,312,6.79,52,33,41,Millet
33.9,61.8,321,5.7,108,33,88,Cotton
30.8,64.1,435,7.06,29,39,67,Soybean
28.2,30.0,276,6.67,23,26,50,Millet
30.2,76.7,477,7.05,88,70,75,Maize
30.5,71.8,562,6.83,96,37,70,Rice
37.6,60.2,253,6.43,73,26,54,Cotton
27.2,41.1,427,6.59,83,31,54,Wheat
29.9,57.4,385,6.78,38,28,52,Groundnut
29.8,77.3,545,6.29,104,53,38,Maize
21.9,51.6,306,7.01,106,53,61,Maize
25.0,65.0,311,6.09,71,49,48,Barley
18.2,50.0,311,6.52,96,54,88,Tomato
19.5,56.4,254,7.03,71,50,44,Wheat
29.7,55.0,265,6.95,22,32,42,Millet
25.3,73.0,531,6.09,87,59,117,Sugarcane
23.3,58.4,243,6.34,59,44,30,Chickpea
24.1,58.0,273,6.49,35,30,41,Chickpea
28.1,66.5,586,7.04,60,57,71,Maize
34.3,79.8,455,7.05,118,51,99,Sugarcane
34.3,51.0,263,6.82,49,48,40,Millet
30.4,60.4,484,6.89,54,37,38,Soybean
22.9,66.0,332,6.22,23,51,34,Groundnut
29.9,45.4,210,7.13,50,32,21,Millet
19.8,55.8,506,6.79,47,50,70,Wheat
15.5,36.9,435,6.4,49,33,53,Barley
29.9,43.6,227,5.64,31,48,46,Millet
30.5,84.3,691,6.02,115,50,55,Sugarcane
27.2,69.5,441,6.41,22,28,39,Groundnut
30.7,37.5,342,7.45,40,20,21,Millet
31.7,93.5,693,6.07,93,45,69,Rice
22.4,41.0,446,6.45,66,33,58,Barley
18.4,58.6,472,6.02,99,48,49,Wheat
28.2,73.1,518,6.03,110,61,99,Sugarcane
23.2,72.7,633,5.73,78,38,70,Rice
24.4,64.1,447,7.49,69,50,66,Soybean
26.3,41.9,407,6.95,57,48,55,Millet
25.8,90.3,418,6.46,103,34,29,Rice
31.1,57.0,484,6.91,54,27,53,Groundnut
20.2,72.1,486,6.78,83,60,60,Tomato
31.6,67.8,582,7.44,102,65,110,Sugarcane
24.5,54.8,240,6.2,28,32,48,Chickpea
29.5,47.4,370,7.17,103,54,80,Cotton
22.2,71.0,420,5.8,87,54,57,Tomato
30.5,52.4,558,7.14,80,51,70,Maize
29.9,50.2,399,6.27,47,37,47,Groundnut
